transaction_id,card_number,timestamp,merchant,category,location,device,amount
1098,4909085764649660,2026-03-16 09:35:18,Amazon,retail,CA,swipe,22.58
1099,4477072568658523,2026-03-20 21:44:18,BestBuy,electronics,MN,chip,315.33
1100,4755766700586633,2026-02-21 23:23:18,Nike,clothing,AK,swipe,251.57
1101,4174785056256106,2026-03-08 06:01:18,Apple,electronics,NY,online,130.36
1102,4503103807731778,2026-03-06 23:28:18,Apple,electronics,MO,online,123.45
1103,4526268472475943,2026-02-24 20:39:18,Delta,travel,DE,online,2.54
1104,4526268472475943,2026-02-24 20:39:30,Delta,travel,DE,online,4.69
1105,4526268472475943,2026-02-24 20:40:18,Apple,electronics,DE,online,545.20
1106,4876260530174728,2026-02-22 17:45:18,Shell,gas,NM,swipe,78.00
1107,4868100274395891,2026-03-07 06:22:18,Kroger,grocery,WI,online,22.81
1108,4186414342439476,2026-03-16 09:28:18,McDonalds,food,ND,chip,17.36
1109,4040237274285298,2026-03-13 02:31:18,Uber,travel,MO,chip,79.80
1110,4778511700216648,2026-03-02 12:36:18,CVS,pharmacy,MS,chip,130.00
1111,4438180898019842,2026-03-09 13:25:18,Netflix,subscription,VA,online,39.83
1112,4232176556371644,2026-03-13 00:31:18,Uber,travel,WV,chip,117.13
1113,4592659596539186,2026-02-25 19:23:18,Uber,travel,MD,mobile,13.53
1114,4258221932590590,2026-03-10 14:22:18,Shell,gas,NE,chip,38.28
1115,4195397624812265,2026-03-11 14:35:18,Exxon,gas,NH,mobile,10.69
1116,4512923994414727,2026-03-16 07:30:18,Uber,travel,AZ,chip,35.07
1117,4797103476496633,2026-03-10 20:02:18,Amazon,retail,NE,swipe,66.84
1118,4207123111963119,2026-02-28 03:44:18,Kroger,grocery,NH,online,85.98
1119,4559102990719908,2026-02-26 17:46:18,Uber,travel,KY,swipe,59.80
1120,4847375710284777,2026-03-18 23:25:18,Delta,travel,TX,swipe,21.89
1121,4950856321759688,2026-02-23 07:42:18,Starbucks,food,KS,online,100.60
1122,4946794042315441,2026-03-13 07:04:18,Walmart,retail,CT,swipe,410.65
1123,4160170685000325,2026-03-02 18:05:18,Nike,clothing,RI,chip,195.00
1124,4235899908451538,2026-03-12 12:17:18,CVS,pharmacy,VA,online,130.00
1125,4331455594184283,2026-03-04 21:28:18,Amazon,retail,ID,chip,143.46
1126,4997619787601236,2026-02-21 16:25:18,Shell,gas,TX,swipe,18.54
1127,4020691511755977,2026-03-21 16:41:18,Amazon,retail,AZ,swipe,280.21
1128,4615352566200091,2026-03-01 14:45:18,Exxon,gas,KY,chip,22.12
1129,4629882621211897,2026-03-17 11:59:18,Walmart,retail,TN,chip,41.14
1130,4292069660196676,2026-03-11 08:46:18,Uber,travel,CT,online,24.25
1131,4669097097446318,2026-02-25 22:47:18,CVS,pharmacy,SC,online,100.00
1132,4437553721351044,2026-03-17 14:13:18,Exxon,gas,VA,swipe,78.00
1133,4930456144693350,2026-03-04 01:27:18,Exxon,gas,AR,mobile,38.43
1134,4165617381689241,2026-03-09 11:02:18,Walmart,retail,MN,chip,10.51
1135,4973419178186206,2026-02-26 19:34:18,Netflix,subscription,CT,online,32.50
1136,4479326623762398,2026-03-05 10:16:18,CVS,pharmacy,NJ,swipe,35.95
1137,4479326623762398,2026-03-05 10:16:22,CVS,pharmacy,NJ,swipe,35.95
1138,4479326623762398,2026-03-05 10:16:26,CVS,pharmacy,NJ,swipe,35.95
1139,4154430105356279,2026-02-20 15:53:18,Delta,travel,SD,swipe,465.69
1140,4519741282946276,2026-03-15 18:05:18,CVS,pharmacy,FL,chip,65.12
1141,4904993992913298,2026-03-09 14:24:18,Target,retail,NC,online,20.84
1142,4625863460313654,2026-03-20 18:35:18,Kroger,grocery,HI,online,69.75
1143,4592012153607508,2026-03-01 02:25:18,Amazon,retail,MI,chip,429.94
1144,4456616339437437,2026-03-21 13:59:18,Walmart,retail,TN,online,11.21
1145,4994112525425818,2026-03-13 02:26:18,Exxon,gas,ND,swipe,78.00
1146,4021141760055964,2026-02-28 13:50:18,CVS,pharmacy,SC,mobile,130.00
1147,4948744023014158,2026-03-05 01:21:18,Target,retail,TX,mobile,17.26
1148,4917510285518236,2026-03-19 17:25:18,CVS,pharmacy,SD,chip,130.00
1149,4467801602870589,2026-03-20 12:18:18,Target,retail,CO,mobile,134.78
1150,4616475834611159,2026-03-13 22:40:18,Starbucks,food,SD,swipe,104.37
1151,4290772962457799,2026-03-05 08:33:18,Uber,travel,MO,mobile,386.32
1152,4999752876490870,2026-02-26 06:07:18,McDonalds,food,TX,online,134.76
1153,4336316665440870,2026-03-13 06:49:18,Uber,travel,VT,chip,21.46
1154,4109185442187675,2026-02-25 05:56:18,Delta,travel,OR,chip,233.48
1155,4544932642517762,2026-03-06 23:28:18,CVS,pharmacy,VT,swipe,130.00
1156,4504615845676149,2026-02-27 02:11:18,McDonalds,food,CO,chip,90.52
1157,4622673188331267,2026-03-07 05:14:18,Target,retail,NH,mobile,98.68
1158,4088249426903202,2026-03-19 05:07:18,Delta,travel,PA,chip,483.44
1159,4439171137192062,2026-02-24 08:00:18,Exxon,gas,NJ,mobile,85.78
1160,4120721744665665,2026-03-09 14:28:18,Apple,electronics,NM,mobile,16.96
1161,4700383022007029,2026-03-19 21:16:18,Apple,electronics,AL,swipe,58.85
1162,4025432078536436,2026-03-05 06:51:18,Target,retail,NH,mobile,72.36
1163,4059039510646624,2026-02-21 09:49:18,Shell,gas,KS,mobile,32.82
1164,4400748424723238,2026-03-18 15:39:18,Nike,clothing,AZ,chip,195.00
1165,4767639744902786,2026-03-21 11:23:18,Kroger,grocery,PA,mobile,147.35
1166,4653334920456982,2026-03-07 02:09:18,Shell,gas,VA,mobile,78.00
1167,4997902541160852,2026-03-10 20:54:18,Kroger,grocery,OK,online,141.13
1168,4179053823650002,2026-02-25 14:49:18,Target,retail,NY,online,11.50
1169,4091444303002821,2026-03-15 09:20:18,CVS,pharmacy,WV,chip,145.94
1170,4977717801540189,2026-02-26 17:08:18,Uber,travel,NY,online,369.26
1171,4938724108779570,2026-03-09 08:50:18,Apple,electronics,MD,swipe,75.69
1172,4743932557470983,2026-03-21 14:51:18,CVS,pharmacy,MN,swipe,16.65
1173,4621597669501959,2026-03-04 07:35:18,Exxon,gas,SD,swipe,38.29
1174,4229834168960479,2026-03-05 18:43:18,Netflix,subscription,DE,online,32.50
1175,4933912422178630,2026-03-11 19:15:18,Target,retail,CA,online,22.39
1176,4348086350575884,2026-03-17 05:53:18,CVS,pharmacy,AZ,online,130.00
1177,4308271783160296,2026-03-12 15:56:18,Target,retail,CT,mobile,92.81
1178,4711057257678741,2026-03-08 04:11:18,Starbucks,food,MN,online,33.68
1179,4862198303610924,2026-02-28 06:01:18,Apple,electronics,KY,online,27.20
1180,4086960176193093,2026-02-22 22:15:18,Uber,travel,LA,online,127.67
1181,4668845763287430,2026-03-14 01:33:18,Exxon,gas,UT,online,17.86
1182,4571162147649715,2026-02-24 23:53:18,Apple,electronics,MS,chip,283.70
1183,4025432078536436,2026-02-24 07:11:18,Amazon,retail,NH,swipe,55.08
1184,4818787318694360,2026-03-14 06:00:18,Kroger,grocery,ME,online,15.48
1185,4451114275670046,2026-03-22 12:04:18,BestBuy,electronics,NM,swipe,16.99
1186,4428757939771667,2026-02-25 22:00:18,Uber,travel,AK,swipe,85.13
1187,4744609607299070,2026-02-27 23:29:18,Delta,travel,WI,mobile,40.31
1188,4744609607299070,2026-02-27 23:31:18,CryptoExchange,high_risk,TN,online,770.58
1189,4943505576595479,2026-02-27 02:23:18,McDonalds,food,AR,chip,147.72
1190,4096124219335733,2026-02-24 05:27:18,BestBuy,electronics,AZ,online,190.22
1191,4694220158541029,2026-03-04 05:27:18,Amazon,retail,HI,online,203.57
1192,4694220158541029,2026-03-04 05:27:28,Amazon,retail,HI,online,265.46
1193,4694220158541029,2026-03-04 05:27:38,Amazon,retail,HI,online,198.80
1194,4694220158541029,2026-03-04 05:27:48,Amazon,retail,HI,online,227.07
1195,4168448295590170,2026-03-18 20:01:18,Walmart,retail,NM,mobile,457.96
1196,4853014896883069,2026-03-19 14:19:18,McDonalds,food,UT,swipe,97.50
1197,4890808638274281,2026-03-13 14:13:18,Delta,travel,NC,mobile,17.00
1198,4391800908060520,2026-03-01 11:24:18,CVS,pharmacy,IN,online,80.76
1199,4957295009106470,2026-03-09 22:52:18,Apple,electronics,TN,chip,248.51
1200,4326558323286615,2026-03-18 01:12:18,Exxon,gas,MD,swipe,78.00
1201,4480914953436558,2026-02-28 12:33:18,Apple,electronics,VT,swipe,102.25
1202,4258984537557629,2026-03-10 12:53:18,Nike,clothing,AK,swipe,293.94
1203,4283106895833532,2026-03-02 15:20:18,Starbucks,food,WV,mobile,76.81
1204,4691490145788080,2026-03-06 06:28:18,Amazon,retail,KY,chip,108.46
1205,4538811896012439,2026-03-18 16:49:18,Nike,clothing,ME,swipe,14.76
1206,4329703076325570,2026-02-25 17:52:18,CVS,pharmacy,AL,mobile,130.00
1207,4088530463898195,2026-03-16 20:22:18,Delta,travel,MN,chip,372.41
1208,4393379474539250,2026-03-16 08:20:18,Apple,electronics,AR,mobile,154.37
1209,4229834168960479,2026-03-18 13:07:18,Amazon,retail,DE,mobile,39.32
1210,4853415932637389,2026-02-24 20:40:18,Apple,electronics,VT,chip,16.56
1211,4064271655927303,2026-02-27 16:50:18,Netflix,subscription,KY,chip,32.50
1212,4100166006241449,2026-03-10 10:34:18,Apple,electronics,LA,chip,147.98
1213,4045898228841856,2026-03-15 16:04:18,Amazon,retail,AK,swipe,59.22
1214,4117865804921268,2026-03-21 01:43:18,Delta,travel,NY,swipe,11.90
1215,4005113446459447,2026-03-15 21:13:18,Netflix,subscription,MT,swipe,32.50
1216,4437553721351044,2026-03-19 01:59:18,Netflix,subscription,VA,chip,32.50
1217,4106511478974413,2026-02-21 09:33:18,Kroger,grocery,ME,mobile,12.29
1218,4194785553640062,2026-03-12 17:10:18,CVS,pharmacy,UT,online,130.00
1219,4582440042901781,2026-03-18 20:18:18,BestBuy,electronics,CT,swipe,38.15
1220,4713983897256500,2026-03-05 02:19:18,Amazon,retail,DE,mobile,36.39
1221,4541787321146653,2026-02-21 07:35:18,Netflix,subscription,SD,chip,32.50
1222,4017812191814408,2026-03-01 16:25:18,Shell,gas,OK,mobile,39.57
1223,4207595976770390,2026-03-17 03:49:18,Uber,travel,AZ,mobile,17.61
1224,4423886302565846,2026-03-11 07:46:18,Netflix,subscription,KY,mobile,32.50
1225,4231136439608552,2026-03-11 14:23:18,Amazon,retail,ND,chip,18.05
1226,4871254756433487,2026-03-03 02:22:00,IntlWireTransfer,high_risk,AK,online,371.33
1227,4131929098966102,2026-03-10 16:08:18,Shell,gas,IL,chip,78.00
1228,4329705746641889,2026-03-16 05:55:18,Apple,electronics,NH,chip,32.06
1229,4701555147299810,2026-03-19 23:22:18,Exxon,gas,GA,online,34.12
1230,4696710299962960,2026-02-28 06:56:18,BestBuy,electronics,OR,chip,221.82
1231,4088249426903202,2026-03-09 05:08:18,Shell,gas,PA,chip,78.00
1232,4132374558112891,2026-03-05 09:27:18,Nike,clothing,UT,mobile,219.24
1233,4824458881772008,2026-02-25 09:56:18,Exxon,gas,RI,online,22.82
1234,4914114592743202,2026-03-20 11:25:18,Apple,electronics,NY,chip,147.43
1235,4381984512886610,2026-03-12 22:25:18,Kroger,grocery,NH,mobile,158.06
1236,4758746719706998,2026-03-22 02:11:18,McDonalds,food,KS,mobile,19.33
1237,4758746719706998,2026-03-22 02:18:18,CryptoExchange,high_risk,AK,online,558.77
1238,4179053823650002,2026-02-25 18:15:18,BestBuy,electronics,NY,mobile,27.04
1239,4118453227339079,2026-03-09 23:59:18,Walmart,retail,MN,chip,193.09
1240,4613908957969779,2026-03-21 23:05:18,Amazon,retail,NJ,chip,26.27
1241,4426297456129001,2026-03-12 20:05:18,Nike,clothing,CT,chip,34.58
1242,4902368245987619,2026-03-20 14:20:18,Netflix,subscription,PA,chip,25.10
1243,4934113114804139,2026-03-05 10:33:18,CVS,pharmacy,OR,swipe,140.89
1244,4233091235104347,2026-02-21 06:46:18,Amazon,retail,NH,online,408.72
1245,4329705746641889,2026-03-18 21:57:18,Kroger,grocery,NH,swipe,14.75
1246,4851294175894171,2026-03-03 22:25:18,Kroger,grocery,IN,swipe,28.53
1247,4812507753965471,2026-03-12 06:34:18,Uber,travel,MN,online,21.88
1248,4201218643922214,2026-02-22 00:31:18,Target,retail,MN,online,1.94
1249,4201218643922214,2026-02-22 00:31:30,Target,retail,MN,online,3.10
1250,4201218643922214,2026-02-22 00:31:42,Target,retail,MN,online,1.59
1251,4201218643922214,2026-02-22 00:32:18,Apple,electronics,MN,online,860.80
1252,4679339273719448,2026-02-21 01:44:18,Kroger,grocery,HI,chip,132.36
1253,4726877331816525,2026-03-09 14:56:18,Nike,clothing,KY,online,276.81
1254,4250217900719501,2026-03-17 17:10:18,Delta,travel,NY,chip,126.24
1255,4768951935488306,2026-03-07 06:17:18,Nike,clothing,AZ,swipe,20.47
1256,4695026434512260,2026-02-24 06:57:18,Nike,clothing,TX,mobile,28.15
1257,4313408602810896,2026-03-06 02:12:18,Apple,electronics,IA,chip,477.61
1258,4046816582718838,2026-03-12 19:36:18,McDonalds,food,LA,swipe,16.33
1259,4114178441263881,2026-02-25 01:13:18,Exxon,gas,VA,online,17.14
1260,4969766446625493,2026-02-25 06:11:18,Starbucks,food,KS,mobile,97.50
1261,4715559460584307,2026-03-05 13:48:18,Exxon,gas,ME,chip,28.34
1262,4186414342439476,2026-02-24 14:15:18,Apple,electronics,ND,mobile,36.85
1263,4938724108779570,2026-03-16 05:17:18,Uber,travel,MD,chip,47.03
1264,4805897971059368,2026-02-21 03:10:18,Starbucks,food,SC,mobile,103.85
1265,4025536677962705,2026-03-12 12:08:18,Apple,electronics,MN,online,100.24
1266,4374903957184938,2026-03-18 22:57:18,Nike,clothing,NE,online,19.20
1267,4743932557470983,2026-03-07 17:11:18,Amazon,retail,MN,chip,23.93
1268,4933434399050743,2026-03-16 09:49:18,McDonalds,food,WI,chip,97.50
1269,4567260410931903,2026-03-16 02:01:18,Shell,gas,NE,swipe,67.29
1270,4436121742113770,2026-03-01 16:55:18,Walmart,retail,MS,online,45.63
1271,4625863460313654,2026-03-06 01:50:18,Walmart,retail,HI,online,147.40
1272,4483372810683497,2026-02-27 10:53:18,Amazon,retail,NC,mobile,63.81
1273,4835361616076598,2026-02-22 01:32:18,Walmart,retail,SD,swipe,117.48
1274,4841262132496022,2026-02-26 17:09:18,BestBuy,electronics,NV,mobile,109.69
1275,4885688812814916,2026-03-08 01:19:18,Uber,travel,UT,mobile,55.15
1276,4696710299962960,2026-02-22 08:52:18,Netflix,subscription,OR,swipe,32.50
1277,4134296906903671,2026-03-20 01:51:18,CVS,pharmacy,MT,online,111.22
1278,4059039510646624,2026-03-09 12:42:18,Target,retail,KS,online,28.36
1279,4964713452462716,2026-03-18 15:57:18,CVS,pharmacy,NH,chip,24.13
1280,4417031232995591,2026-03-12 20:43:18,Target,retail,TX,mobile,127.10
1281,4323775128164448,2026-02-21 20:41:18,Kroger,grocery,IA,mobile,87.71
1282,4078753382560555,2026-03-09 08:43:18,Amazon,retail,AL,mobile,443.57
1283,4417031232995591,2026-03-04 02:42:18,Apple,electronics,TX,swipe,83.87
1284,4668218583318901,2026-03-15 13:55:18,CVS,pharmacy,IL,chip,130.00
1285,4516577509794967,2026-03-06 14:14:18,Nike,clothing,IL,chip,195.00
1286,4995678248245666,2026-03-05 21:40:18,Target,retail,CA,swipe,325.00
1287,4336378537722055,2026-03-22 06:51:18,Apple,electronics,NH,chip,56.09
1288,4224553239515199,2026-03-19 09:24:18,CVS,pharmacy,CA,mobile,38.26
1289,4505138386322582,2026-03-17 14:16:18,Walmart,retail,MI,mobile,42.01
1290,4194785553640062,2026-03-01 21:10:18,Exxon,gas,UT,chip,78.00
1291,4908550531115596,2026-02-25 20:11:18,McDonalds,food,AL,mobile,85.65
1292,4638066176586563,2026-03-05 23:24:18,Amazon,retail,PA,mobile,40.32
1293,4388947245151689,2026-02-26 07:53:18,Starbucks,food,IL,mobile,97.50
1294,4334591257556016,2026-02-25 11:39:18,CVS,pharmacy,KY,mobile,151.59
1295,4045876133578864,2026-03-15 03:28:18,Amazon,retail,TX,online,189.10
1296,4045876133578864,2026-03-15 03:28:28,Amazon,retail,TX,online,231.14
1297,4045876133578864,2026-03-15 03:28:38,Amazon,retail,TX,online,271.94
1298,4045876133578864,2026-03-15 03:28:48,Amazon,retail,TX,online,182.03
1299,4045876133578864,2026-03-15 03:28:58,Amazon,retail,TX,online,276.55
1300,4712404391843035,2026-03-13 07:48:18,Starbucks,food,KY,mobile,35.61
1301,4408387143261340,2026-03-16 02:07:18,Uber,travel,OK,mobile,36.57
1302,4885301721382282,2026-02-23 01:24:18,Walmart,retail,HI,mobile,44.72
1303,4268055233992628,2026-03-07 14:22:18,Nike,clothing,IA,mobile,170.87
1304,4412518943726782,2026-02-24 12:56:18,Uber,travel,OK,mobile,96.50
1305,4452118197640497,2026-03-06 03:45:18,Netflix,subscription,FL,online,32.50
1306,4660395870906069,2026-03-10 05:43:18,Target,retail,MO,mobile,152.11
1307,4437077247615327,2026-03-05 20:23:18,Uber,travel,VT,online,25.25
1308,4713983897256500,2026-03-14 13:40:18,BestBuy,electronics,DE,chip,146.71
1309,4182851884319964,2026-03-09 18:59:18,Amazon,retail,NV,mobile,71.92
1310,4331455594184283,2026-03-05 15:01:18,Uber,travel,ID,chip,80.05
1311,4086960176193093,2026-03-13 21:14:18,Uber,travel,LA,chip,55.76
1312,4231068858898786,2026-02-21 16:29:18,Netflix,subscription,CT,swipe,16.78
1313,4775856438285753,2026-02-28 23:20:18,Apple,electronics,ME,online,308.43
1314,4303459687634600,2026-03-10 10:14:18,BestBuy,electronics,OK,online,118.52
1315,4934113114804139,2026-03-09 23:31:18,CVS,pharmacy,OR,swipe,103.89
1316,4752794290679547,2026-02-23 17:33:18,Kroger,grocery,NM,chip,82.82
1317,4759752182960669,2026-03-13 20:11:18,Exxon,gas,CO,mobile,64.68
1318,4121415944393337,2026-03-14 21:43:18,Apple,electronics,WY,swipe,213.66
1319,4240548496078019,2026-02-28 00:25:18,BestBuy,electronics,NY,online,15.97
1320,4046649732226409,2026-03-19 14:59:18,Starbucks,food,VT,swipe,24.68
1321,4599914096462972,2026-02-21 15:06:18,Walmart,retail,PA,online,87.60
1322,4682846889157418,2026-02-25 01:15:18,BestBuy,electronics,MD,chip,33.43
1323,4329515653151363,2026-03-05 20:06:18,Amazon,retail,DE,chip,274.58
1324,4567693749978827,2026-03-01 00:22:18,Nike,clothing,UT,online,87.03
1325,4995678248245666,2026-03-10 08:27:18,McDonalds,food,CA,mobile,97.50
1326,4569884809388878,2026-03-11 11:23:18,Walmart,retail,GA,online,25.44
1327,4660395870906069,2026-03-16 13:46:18,CVS,pharmacy,MO,swipe,130.00
1328,4694220158541029,2026-03-19 12:34:18,Uber,travel,HI,swipe,130.64
1329,4972359353059957,2026-03-06 18:19:18,Exxon,gas,NH,chip,78.00
1330,4544932642517762,2026-02-27 11:35:18,Nike,clothing,VT,online,195.00
1331,4755766700586633,2026-03-21 00:12:18,BestBuy,electronics,AK,online,152.92
1332,4195397624812265,2026-03-06 18:49:18,BestBuy,electronics,NH,swipe,36.27
1333,4936019929548837,2026-03-17 13:13:18,Kroger,grocery,PA,online,137.46
1334,4613908957969779,2026-02-28 15:30:18,McDonalds,food,NJ,swipe,10.79
1335,4943173641382326,2026-03-17 18:01:18,Uber,travel,KY,mobile,22.89
1336,4097140779019566,2026-02-25 00:35:18,Target,retail,WY,online,406.89
1337,4696710299962960,2026-02-22 10:55:18,McDonalds,food,OR,online,97.50
1338,4194192914048283,2026-03-02 02:01:18,Exxon,gas,MD,swipe,78.00
1339,4757161389426026,2026-03-07 14:10:18,Kroger,grocery,NY,chip,15.14
1340,4336378537722055,2026-03-19 02:39:18,Exxon,gas,NH,swipe,46.20
1341,4679339273719448,2026-03-17 11:05:18,Apple,electronics,HI,swipe,78.66
1342,4215875437558672,2026-03-21 07:25:18,Starbucks,food,WA,online,17.38
1343,4524658458168671,2026-03-10 20:01:18,Walmart,retail,NV,swipe,28.64
1344,4815461650336205,2026-03-03 17:51:18,Nike,clothing,AL,online,19.51
1345,4132374558112891,2026-03-13 17:48:18,Delta,travel,UT,swipe,267.33
1346,4092095406314898,2026-03-06 03:37:00,IntlWireTransfer,high_risk,LA,online,744.64
1347,4092095406314898,2026-03-06 03:39:00,IntlWireTransfer,high_risk,LA,online,878.49
1348,4092095406314898,2026-03-06 03:41:00,IntlWireTransfer,high_risk,LA,online,810.04
1349,4888958055690515,2026-03-04 08:06:18,Exxon,gas,ND,mobile,23.30
1350,4728832911790129,2026-03-06 21:10:18,Kroger,grocery,KY,chip,195.00
1351,4200246004766789,2026-03-06 17:43:18,Shell,gas,TN,chip,14.04
1352,4777575489715651,2026-02-23 02:19:18,Amazon,retail,NJ,online,315.47
1353,4674667141975758,2026-02-28 10:01:18,McDonalds,food,CA,mobile,131.32
1354,4802045360722918,2026-03-16 00:44:18,Delta,travel,ND,chip,121.85
1355,4371916970773450,2026-03-14 14:15:18,Netflix,subscription,IA,online,32.50
1356,4865339658630288,2026-03-03 10:07:18,Amazon,retail,MO,mobile,464.29
1357,4118229483522246,2026-02-27 17:56:18,Shell,gas,OR,mobile,118.22
1358,4383369208323918,2026-03-05 08:32:18,Kroger,grocery,CT,swipe,100.16
1359,4946794042315441,2026-03-14 20:04:18,Delta,travel,CT,swipe,187.70
1360,4456920969065049,2026-03-04 16:22:18,Apple,electronics,TX,online,20.99
1361,4258268678598063,2026-03-16 16:21:18,Netflix,subscription,MS,chip,17.93
1362,4107267965867925,2026-03-10 16:37:18,Amazon,retail,NE,swipe,135.79
1363,4312045347470243,2026-03-14 22:05:18,BestBuy,electronics,VA,chip,239.98
1364,4786512533107327,2026-03-02 11:12:18,Delta,travel,WV,chip,24.53
1365,4960633653423101,2026-03-05 07:11:18,Delta,travel,MS,chip,468.68
1366,4125579291107850,2026-03-19 13:43:18,Delta,travel,CT,online,80.57
1367,4161006516354971,2026-02-21 10:18:18,Target,retail,LA,swipe,14.08
1368,4865339658630288,2026-03-12 06:10:18,Uber,travel,MO,swipe,300.07
1369,4873189520189835,2026-03-22 15:39:18,Shell,gas,CA,chip,78.00
1370,4538182732993079,2026-03-21 23:19:18,Kroger,grocery,ND,online,192.06
1371,4025536677962705,2026-02-22 11:17:18,Target,retail,MN,mobile,75.39
1372,4622673188331267,2026-03-19 04:56:18,Delta,travel,NH,online,149.82
1373,4538182732993079,2026-03-02 07:37:18,CVS,pharmacy,ND,mobile,130.00
1374,4840208425141383,2026-02-24 15:07:18,Apple,electronics,TN,online,28.99
1375,4995923370166515,2026-03-16 10:25:18,Nike,clothing,PA,online,99.09
1376,4581760420110673,2026-03-09 05:55:18,BestBuy,electronics,KS,chip,122.17
1377,4745942766520373,2026-02-26 14:52:18,McDonalds,food,MN,online,62.58
1378,4088249426903202,2026-03-09 17:03:18,Amazon,retail,PA,swipe,262.60
1379,4999951002579639,2026-03-09 12:06:18,Target,retail,ME,swipe,133.69
1380,4150696362098016,2026-02-20 15:44:18,Delta,travel,NJ,mobile,360.96
1381,4791415256902211,2026-03-07 09:41:18,Target,retail,NE,online,325.00
1382,4586696120531264,2026-03-07 05:06:18,Uber,travel,AK,swipe,155.95
1383,4854306401613516,2026-03-19 04:27:18,Amazon,retail,OR,online,174.48
1384,4854306401613516,2026-03-19 04:27:28,Amazon,retail,OR,online,181.01
1385,4854306401613516,2026-03-19 04:27:38,Amazon,retail,OR,online,229.50
1386,4165284534034331,2026-03-19 11:11:18,CVS,pharmacy,CA,swipe,84.63
1387,4774437620689600,2026-03-17 06:37:18,McDonalds,food,MS,online,97.50
1388,4495500437391817,2026-03-10 09:11:18,CVS,pharmacy,WY,online,60.95
1389,4836908383631734,2026-03-14 06:58:18,Exxon,gas,IA,swipe,33.14
1390,4660395870906069,2026-03-07 04:22:18,Walmart,retail,MO,online,454.18
1391,4645487086720691,2026-03-01 20:28:18,Walmart,retail,MN,mobile,345.10
1392,4613009017777034,2026-03-22 10:51:18,Starbucks,food,NV,mobile,27.80
1393,4995923370166515,2026-02-24 05:04:18,CVS,pharmacy,PA,mobile,119.29
1394,4343380168070562,2026-03-15 03:21:18,Kroger,grocery,AZ,online,72.70
1395,4097414839791215,2026-03-17 17:38:18,Walmart,retail,ID,chip,15.66
1396,4078223950990913,2026-02-26 00:05:18,McDonalds,food,KS,swipe,105.86
1397,4721364623093538,2026-02-21 01:43:18,CVS,pharmacy,WV,swipe,147.27
1398,4091444303002821,2026-03-19 05:31:18,Walmart,retail,WV,swipe,105.62
1399,4995131697732636,2026-03-18 03:03:18,Delta,travel,TX,mobile,44.00
1400,4560312742786147,2026-03-15 23:30:18,Shell,gas,AZ,swipe,78.00
1401,4869106047315867,2026-02-21 12:17:18,CVS,pharmacy,MS,chip,98.66
1402,4583619574509041,2026-02-22 23:19:18,Starbucks,food,MA,chip,32.49
1403,4292940746701820,2026-02-28 23:37:18,Amazon,retail,NM,swipe,37.23
1404,4791415256902211,2026-03-10 06:15:18,Starbucks,food,NE,mobile,97.50
1405,4167919725914118,2026-02-27 17:49:18,Nike,clothing,RI,swipe,54.34
1406,4969495631640517,2026-02-22 20:11:18,Apple,electronics,NJ,swipe,15.53
1407,4430712040125950,2026-02-21 08:41:18,Delta,travel,NH,online,137.57
1408,4046816582718838,2026-02-20 23:59:18,Target,retail,LA,swipe,13.79
1409,4778394608198215,2026-03-18 02:59:18,Target,retail,VT,swipe,160.11
1410,4616732032843932,2026-03-03 14:38:18,Uber,travel,WV,online,72.24
1411,4065041381616761,2026-03-12 00:01:18,Target,retail,CA,chip,112.87
1412,4178499881268142,2026-02-26 09:30:18,Walmart,retail,GA,mobile,130.47
1413,4063880856189970,2026-02-24 06:37:18,Shell,gas,WA,mobile,78.00
1414,4857053425921802,2026-03-03 01:09:18,Walmart,retail,AZ,chip,62.32
1415,4059755260375863,2026-03-02 07:25:18,McDonalds,food,NJ,online,24.24
1416,4173322822617856,2026-03-05 21:02:18,Exxon,gas,ND,chip,14.61
1417,4428806714669081,2026-03-16 01:11:18,Shell,gas,OR,online,95.12
1418,4428806714669081,2026-03-16 01:11:22,Shell,gas,OR,online,95.12
1419,4428806714669081,2026-03-16 01:11:26,Shell,gas,OR,online,95.12
1420,4919614775322154,2026-03-12 19:55:18,Kroger,grocery,TN,mobile,25.52
1421,4599914096462972,2026-03-14 03:10:18,CVS,pharmacy,PA,swipe,74.21
1422,4295126570768503,2026-03-06 01:49:18,Walmart,retail,OR,online,129.76
1423,4684272154608962,2026-02-23 23:28:18,CVS,pharmacy,LA,mobile,96.44
1424,4730193208931318,2026-02-21 19:11:18,Target,retail,WY,swipe,119.27
1425,4458455063552538,2026-03-12 21:15:18,Apple,electronics,AK,online,357.31
1426,4250217900719501,2026-02-27 23:04:18,Apple,electronics,NY,chip,127.09
1427,4726827224518762,2026-03-12 17:47:18,Netflix,subscription,SD,online,33.68
1428,4687402090185460,2026-02-27 10:13:18,Delta,travel,NC,swipe,331.61
1429,4456920969065049,2026-03-08 03:06:18,Shell,gas,TX,mobile,9.45
1430,4670298537603812,2026-03-18 20:40:18,Walmart,retail,MS,swipe,62.21
1431,4658058706985939,2026-03-03 23:34:18,Uber,travel,VT,chip,28.79
1432,4701555147299810,2026-03-20 13:15:18,Apple,electronics,GA,online,38.27
1433,4776858640647736,2026-03-13 02:43:18,Nike,clothing,CA,online,289.91
1434,4110351370228795,2026-03-02 08:53:18,Walmart,retail,ME,chip,108.22
