transaction_id,card_number,fraud_type,reason
4637,4118229483522246,location_jump,Jump to NC shortly after ID:4636
4647,4853415932637389,location_jump,Jump to ME shortly after ID:4646
4655,4054931947101454,location_jump,Jump to TX shortly after ID:4654
4665,4743871635123035,drainer,Burst charge 1 of 8 (Velocity)
4666,4743871635123035,drainer,Burst charge 2 of 8 (Velocity)
4667,4743871635123035,drainer,Burst charge 3 of 8 (Velocity)
4668,4743871635123035,drainer,Burst charge 4 of 8 (Velocity)
4669,4743871635123035,drainer,Burst charge 5 of 8 (Velocity)
4670,4743871635123035,drainer,Burst charge 6 of 8 (Velocity)
4671,4743871635123035,drainer,Burst charge 7 of 8 (Velocity)
4672,4743871635123035,drainer,Burst charge 8 of 8 (Velocity)
4748,4344101372301293,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
4749,4344101372301293,midnight_surge,Anomalous night activity at 1 AM (Tx 2)
4789,4096915852877663,over_limit,Charge 946.29 significantly exceeds grocery limit
4792,4292940746701820,over_limit,Charge 430.09 significantly exceeds food limit
4794,4005113446459447,drainer,Burst charge 1 of 8 (Velocity)
4795,4005113446459447,drainer,Burst charge 2 of 8 (Velocity)
4796,4005113446459447,drainer,Burst charge 3 of 8 (Velocity)
4797,4005113446459447,drainer,Burst charge 4 of 8 (Velocity)
4798,4005113446459447,drainer,Burst charge 5 of 8 (Velocity)
4799,4005113446459447,drainer,Burst charge 6 of 8 (Velocity)
4800,4005113446459447,drainer,Burst charge 7 of 8 (Velocity)
4801,4005113446459447,drainer,Burst charge 8 of 8 (Velocity)
4882,4070204724162239,over_limit,Charge 255.97 significantly exceeds gas limit
4896,4038372770918033,over_limit,Charge 1530.5 significantly exceeds retail limit
4908,4853415932637389,repeat_tx,Duplicate amount 81.36 (Repeat 1)
4909,4853415932637389,repeat_tx,Duplicate amount 81.36 (Repeat 2)
4910,4853415932637389,repeat_tx,Duplicate amount 81.36 (Repeat 3)
4911,4853415932637389,repeat_tx,Duplicate amount 81.36 (Repeat 4)
4951,4015010668005156,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
4952,4015010668005156,midnight_surge,Anomalous night activity at 1 AM (Tx 2)
4953,4015010668005156,midnight_surge,Anomalous night activity at 1 AM (Tx 3)
4980,4078223950990913,repeat_tx,Duplicate amount 64.95 (Repeat 1)
4981,4078223950990913,repeat_tx,Duplicate amount 64.95 (Repeat 2)
5010,4877324096438002,drainer,Burst charge 1 of 5 (Velocity)
5011,4877324096438002,drainer,Burst charge 2 of 5 (Velocity)
5012,4877324096438002,drainer,Burst charge 3 of 5 (Velocity)
5013,4877324096438002,drainer,Burst charge 4 of 5 (Velocity)
5014,4877324096438002,drainer,Burst charge 5 of 5 (Velocity)
5060,4103368378111590,repeat_tx,Duplicate amount 61.65 (Repeat 1)
5061,4103368378111590,repeat_tx,Duplicate amount 61.65 (Repeat 2)
5062,4103368378111590,repeat_tx,Duplicate amount 61.65 (Repeat 3)
5094,4716474458835429,over_limit,Charge 245.13 significantly exceeds food limit
5106,4775856438285753,location_jump,Jump to WA shortly after ID:5105
5120,4957295009106470,drainer,Burst charge 1 of 3 (Velocity)
5121,4957295009106470,drainer,Burst charge 2 of 3 (Velocity)
5122,4957295009106470,drainer,Burst charge 3 of 3 (Velocity)
5153,4788830337529702,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
5154,4788830337529702,midnight_surge,Anomalous night activity at 1 AM (Tx 2)
5155,4788830337529702,midnight_surge,Anomalous night activity at 1 AM (Tx 3)
5179,4760509462803769,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
5180,4760509462803769,midnight_surge,Anomalous night activity at 3 AM (Tx 2)
5181,4760509462803769,midnight_surge,Anomalous night activity at 3 AM (Tx 3)
5222,4097140779019566,location_jump,Jump to AZ shortly after ID:5221
5231,4229834168960479,repeat_tx,Duplicate amount 58.9 (Repeat 1)
5232,4229834168960479,repeat_tx,Duplicate amount 58.9 (Repeat 2)
5246,4571681255890925,test_charge,Probing charge 1 of 3
5247,4571681255890925,test_charge,Probing charge 2 of 3
5248,4571681255890925,test_charge,Probing charge 3 of 3
5249,4571681255890925,test_charge,Main hit after probing IDs: [5246, 5247, 5248]
5319,4305144256789891,test_charge,Probing charge 1 of 1
5320,4305144256789891,test_charge,Main hit after probing IDs: [5319]
5322,4935664270937618,drainer,Burst charge 1 of 3 (Velocity)
5323,4935664270937618,drainer,Burst charge 2 of 3 (Velocity)
5324,4935664270937618,drainer,Burst charge 3 of 3 (Velocity)
5348,4317379729900831,drainer,Burst charge 1 of 3 (Velocity)
5349,4317379729900831,drainer,Burst charge 2 of 3 (Velocity)
5350,4317379729900831,drainer,Burst charge 3 of 3 (Velocity)
5384,4211722906406564,location_jump,Jump to AK shortly after ID:5383
5409,4851439582247499,over_limit,Charge 912.38 significantly exceeds retail limit
5419,4848030543275310,location_jump,Jump to TN shortly after ID:5418
5420,4316918085467052,over_limit,Charge 1281.61 significantly exceeds retail limit
5430,4945407456501130,drainer,Burst charge 1 of 5 (Velocity)
5431,4945407456501130,drainer,Burst charge 2 of 5 (Velocity)
5432,4945407456501130,drainer,Burst charge 3 of 5 (Velocity)
5433,4945407456501130,drainer,Burst charge 4 of 5 (Velocity)
5434,4945407456501130,drainer,Burst charge 5 of 5 (Velocity)
5485,4045876133578864,over_limit,Charge 112.57 significantly exceeds subscription limit
5501,4937304683695323,location_jump,Jump to AR shortly after ID:5500
5508,4161006516354971,repeat_tx,Duplicate amount 77.63 (Repeat 1)
5509,4161006516354971,repeat_tx,Duplicate amount 77.63 (Repeat 2)
5510,4161006516354971,repeat_tx,Duplicate amount 77.63 (Repeat 3)
5511,4161006516354971,repeat_tx,Duplicate amount 77.63 (Repeat 4)
5557,4329703076325570,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
5558,4329703076325570,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
5559,4329703076325570,midnight_surge,Anomalous night activity at 2 AM (Tx 3)
5585,4726877331816525,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
5586,4726877331816525,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
5587,4726877331816525,midnight_surge,Anomalous night activity at 2 AM (Tx 3)
5623,4224896604255591,test_charge,Probing charge 1 of 2
5624,4224896604255591,test_charge,Probing charge 2 of 2
5625,4224896604255591,test_charge,Main hit after probing IDs: [5623, 5624]
5647,4848030543275310,drainer,Burst charge 1 of 4 (Velocity)
5648,4848030543275310,drainer,Burst charge 2 of 4 (Velocity)
5649,4848030543275310,drainer,Burst charge 3 of 4 (Velocity)
5650,4848030543275310,drainer,Burst charge 4 of 4 (Velocity)
5703,4214018620647536,test_charge,Probing charge 1 of 1
5704,4214018620647536,test_charge,Main hit after probing IDs: [5703]
5720,4594243933336102,drainer,Burst charge 1 of 7 (Velocity)
5721,4594243933336102,drainer,Burst charge 2 of 7 (Velocity)
5722,4594243933336102,drainer,Burst charge 3 of 7 (Velocity)
5723,4594243933336102,drainer,Burst charge 4 of 7 (Velocity)
5724,4594243933336102,drainer,Burst charge 5 of 7 (Velocity)
5725,4594243933336102,drainer,Burst charge 6 of 7 (Velocity)
5726,4594243933336102,drainer,Burst charge 7 of 7 (Velocity)
5824,4651569720209731,test_charge,Probing charge 1 of 1
5825,4651569720209731,test_charge,Main hit after probing IDs: [5824]
5827,4744609607299070,over_limit,Charge 859.42 significantly exceeds retail limit
5836,4755773104331394,repeat_tx,Duplicate amount 89.26 (Repeat 1)
5837,4755773104331394,repeat_tx,Duplicate amount 89.26 (Repeat 2)
5838,4755773104331394,repeat_tx,Duplicate amount 89.26 (Repeat 3)
5868,4187050450872437,test_charge,Probing charge 1 of 1
5869,4187050450872437,test_charge,Main hit after probing IDs: [5868]
5880,4792065131784992,drainer,Burst charge 1 of 4 (Velocity)
5881,4792065131784992,drainer,Burst charge 2 of 4 (Velocity)
5882,4792065131784992,drainer,Burst charge 3 of 4 (Velocity)
5883,4792065131784992,drainer,Burst charge 4 of 4 (Velocity)
5940,4296959920443853,test_charge,Probing charge 1 of 1
5941,4296959920443853,test_charge,Main hit after probing IDs: [5940]
5946,4417045902254506,repeat_tx,Duplicate amount 79.99 (Repeat 1)
5947,4417045902254506,repeat_tx,Duplicate amount 79.99 (Repeat 2)
5948,4417045902254506,repeat_tx,Duplicate amount 79.99 (Repeat 3)
5985,4467484680120837,over_limit,Charge 4258.62 significantly exceeds electronics limit
6000,4366069712127622,drainer,Burst charge 1 of 4 (Velocity)
6001,4366069712127622,drainer,Burst charge 2 of 4 (Velocity)
6002,4366069712127622,drainer,Burst charge 3 of 4 (Velocity)
6003,4366069712127622,drainer,Burst charge 4 of 4 (Velocity)
6050,4114416156466703,repeat_tx,Duplicate amount 80.87 (Repeat 1)
6051,4114416156466703,repeat_tx,Duplicate amount 80.87 (Repeat 2)
6074,4876338183061113,location_jump,Jump to NM shortly after ID:6073
6076,4101461690958817,over_limit,Charge 253.49 significantly exceeds gas limit
6089,4911620984570643,test_charge,Probing charge 1 of 2
6090,4911620984570643,test_charge,Probing charge 2 of 2
6091,4911620984570643,test_charge,Main hit after probing IDs: [6089, 6090]
6115,4402131804145769,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
6116,4402131804145769,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
6137,4846382449228538,test_charge,Probing charge 1 of 1
6138,4846382449228538,test_charge,Main hit after probing IDs: [6137]
6157,4474390151400524,repeat_tx,Duplicate amount 64.52 (Repeat 1)
6158,4474390151400524,repeat_tx,Duplicate amount 64.52 (Repeat 2)
6159,4474390151400524,repeat_tx,Duplicate amount 64.52 (Repeat 3)
6160,4474390151400524,repeat_tx,Duplicate amount 64.52 (Repeat 4)
6213,4257203754999198,location_jump,Jump to NE shortly after ID:6212
6214,4868100274395891,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
6215,4868100274395891,midnight_surge,Anomalous night activity at 3 AM (Tx 2)
6216,4868100274395891,midnight_surge,Anomalous night activity at 3 AM (Tx 3)
6249,4802045360722918,test_charge,Probing charge 1 of 1
6250,4802045360722918,test_charge,Main hit after probing IDs: [6249]
6289,4723498564751010,location_jump,Jump to AZ shortly after ID:6288
6290,4496072905343910,drainer,Burst charge 1 of 3 (Velocity)
6291,4496072905343910,drainer,Burst charge 2 of 3 (Velocity)
6292,4496072905343910,drainer,Burst charge 3 of 3 (Velocity)
6314,4638867936757704,repeat_tx,Duplicate amount 76.39 (Repeat 1)
6315,4638867936757704,repeat_tx,Duplicate amount 76.39 (Repeat 2)
6316,4638867936757704,repeat_tx,Duplicate amount 76.39 (Repeat 3)
6317,4638867936757704,repeat_tx,Duplicate amount 76.39 (Repeat 4)
6362,4660395870906069,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
6370,4540044560827858,drainer,Burst charge 1 of 3 (Velocity)
6371,4540044560827858,drainer,Burst charge 2 of 3 (Velocity)
6372,4540044560827858,drainer,Burst charge 3 of 3 (Velocity)
6419,4248148676373258,over_limit,Charge 1250.97 significantly exceeds retail limit
6431,4500984958049443,drainer,Burst charge 1 of 6 (Velocity)
6432,4500984958049443,drainer,Burst charge 2 of 6 (Velocity)
6433,4500984958049443,drainer,Burst charge 3 of 6 (Velocity)
6434,4500984958049443,drainer,Burst charge 4 of 6 (Velocity)
6435,4500984958049443,drainer,Burst charge 5 of 6 (Velocity)
6436,4500984958049443,drainer,Burst charge 6 of 6 (Velocity)
6480,4981519208644869,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
6497,4069947835852431,location_jump,Jump to WY shortly after ID:6496
6518,4400748424723238,location_jump,Jump to NV shortly after ID:6517
6520,4758746719706998,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
6537,4615352566200091,repeat_tx,Duplicate amount 54.91 (Repeat 1)
6538,4615352566200091,repeat_tx,Duplicate amount 54.91 (Repeat 2)
6539,4615352566200091,repeat_tx,Duplicate amount 54.91 (Repeat 3)
6560,4537779516481266,drainer,Burst charge 1 of 6 (Velocity)
6561,4537779516481266,drainer,Burst charge 2 of 6 (Velocity)
6562,4537779516481266,drainer,Burst charge 3 of 6 (Velocity)
6563,4537779516481266,drainer,Burst charge 4 of 6 (Velocity)
6564,4537779516481266,drainer,Burst charge 5 of 6 (Velocity)
6565,4537779516481266,drainer,Burst charge 6 of 6 (Velocity)
6627,4853415932637389,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
6628,4853415932637389,midnight_surge,Anomalous night activity at 1 AM (Tx 2)
6629,4853415932637389,midnight_surge,Anomalous night activity at 1 AM (Tx 3)
6660,4224896604255591,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
6661,4224896604255591,midnight_surge,Anomalous night activity at 3 AM (Tx 2)
6709,4865234592313002,drainer,Burst charge 1 of 7 (Velocity)
6710,4865234592313002,drainer,Burst charge 2 of 7 (Velocity)
6711,4865234592313002,drainer,Burst charge 3 of 7 (Velocity)
6712,4865234592313002,drainer,Burst charge 4 of 7 (Velocity)
6713,4865234592313002,drainer,Burst charge 5 of 7 (Velocity)
6714,4865234592313002,drainer,Burst charge 6 of 7 (Velocity)
6715,4865234592313002,drainer,Burst charge 7 of 7 (Velocity)
6760,4952401063690501,over_limit,Charge 1590.5 significantly exceeds retail limit
6783,4815461650336205,location_jump,Jump to MS shortly after ID:6782
6791,4996316641076202,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
6792,4996316641076202,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
6812,4214018620647536,over_limit,Charge 363.87 significantly exceeds gas limit
6813,4324557788921636,drainer,Burst charge 1 of 6 (Velocity)
6814,4324557788921636,drainer,Burst charge 2 of 6 (Velocity)
6815,4324557788921636,drainer,Burst charge 3 of 6 (Velocity)
6816,4324557788921636,drainer,Burst charge 4 of 6 (Velocity)
6817,4324557788921636,drainer,Burst charge 5 of 6 (Velocity)
6818,4324557788921636,drainer,Burst charge 6 of 6 (Velocity)
6880,4323781563884325,repeat_tx,Duplicate amount 65.44 (Repeat 1)
6881,4323781563884325,repeat_tx,Duplicate amount 65.44 (Repeat 2)
6882,4323781563884325,repeat_tx,Duplicate amount 65.44 (Repeat 3)
6926,4261360589397118,drainer,Burst charge 1 of 7 (Velocity)
6927,4261360589397118,drainer,Burst charge 2 of 7 (Velocity)
6928,4261360589397118,drainer,Burst charge 3 of 7 (Velocity)
6929,4261360589397118,drainer,Burst charge 4 of 7 (Velocity)
6930,4261360589397118,drainer,Burst charge 5 of 7 (Velocity)
6931,4261360589397118,drainer,Burst charge 6 of 7 (Velocity)
6932,4261360589397118,drainer,Burst charge 7 of 7 (Velocity)
7000,4348086350575884,location_jump,Jump to WV shortly after ID:6999
7018,4502934529734978,over_limit,Charge 2953.93 significantly exceeds travel limit
7037,4572867224848540,over_limit,Charge 1190.45 significantly exceeds retail limit
7042,4755773104331394,test_charge,Probing charge 1 of 1
7043,4755773104331394,test_charge,Main hit after probing IDs: [7042]
7054,4602821529768867,drainer,Burst charge 1 of 5 (Velocity)
7055,4602821529768867,drainer,Burst charge 2 of 5 (Velocity)
7056,4602821529768867,drainer,Burst charge 3 of 5 (Velocity)
7057,4602821529768867,drainer,Burst charge 4 of 5 (Velocity)
7058,4602821529768867,drainer,Burst charge 5 of 5 (Velocity)
7113,4805897971059368,over_limit,Charge 105.9 significantly exceeds subscription limit
7114,4391800908060520,test_charge,Probing charge 1 of 2
7115,4391800908060520,test_charge,Probing charge 2 of 2
7116,4391800908060520,test_charge,Main hit after probing IDs: [7114, 7115]
7146,4002508686738434,over_limit,Charge 1307.54 significantly exceeds retail limit
7158,4368846099817268,repeat_tx,Duplicate amount 95.04 (Repeat 1)
7159,4368846099817268,repeat_tx,Duplicate amount 95.04 (Repeat 2)
7188,4379588304532428,location_jump,Jump to OH shortly after ID:7187
7202,4774437620689600,drainer,Burst charge 1 of 5 (Velocity)
7203,4774437620689600,drainer,Burst charge 2 of 5 (Velocity)
7204,4774437620689600,drainer,Burst charge 3 of 5 (Velocity)
7205,4774437620689600,drainer,Burst charge 4 of 5 (Velocity)
7206,4774437620689600,drainer,Burst charge 5 of 5 (Velocity)
7246,4718782933362309,drainer,Burst charge 1 of 5 (Velocity)
7247,4718782933362309,drainer,Burst charge 2 of 5 (Velocity)
7248,4718782933362309,drainer,Burst charge 3 of 5 (Velocity)
7249,4718782933362309,drainer,Burst charge 4 of 5 (Velocity)
7250,4718782933362309,drainer,Burst charge 5 of 5 (Velocity)
7302,4296959920443853,over_limit,Charge 698.78 significantly exceeds pharmacy limit
7315,4892968247152923,location_jump,Jump to IN shortly after ID:7314
7350,4417031232995591,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
7352,4211722906406564,repeat_tx,Duplicate amount 43.75 (Repeat 1)
7353,4211722906406564,repeat_tx,Duplicate amount 43.75 (Repeat 2)
7359,4556358509097719,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
7360,4556358509097719,midnight_surge,Anomalous night activity at 1 AM (Tx 2)
7379,4088530463898195,drainer,Burst charge 1 of 4 (Velocity)
7380,4088530463898195,drainer,Burst charge 2 of 4 (Velocity)
7381,4088530463898195,drainer,Burst charge 3 of 4 (Velocity)
7382,4088530463898195,drainer,Burst charge 4 of 4 (Velocity)
7431,4474420409058849,location_jump,Jump to SC shortly after ID:7430
7437,4001536503292903,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
7438,4001536503292903,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
7439,4001536503292903,midnight_surge,Anomalous night activity at 2 AM (Tx 3)
7468,4818671929942675,over_limit,Charge 3017.46 significantly exceeds travel limit
7484,4125072532421403,over_limit,Charge 4124.22 significantly exceeds travel limit
7509,4642819941532795,repeat_tx,Duplicate amount 82.13 (Repeat 1)
7510,4642819941532795,repeat_tx,Duplicate amount 82.13 (Repeat 2)
7511,4642819941532795,repeat_tx,Duplicate amount 82.13 (Repeat 3)
7512,4642819941532795,repeat_tx,Duplicate amount 82.13 (Repeat 4)
7549,4670298537603812,location_jump,Jump to UT shortly after ID:7548
7557,4241933188963633,over_limit,Charge 2621.57 significantly exceeds electronics limit
7568,4856151602486894,test_charge,Probing charge 1 of 2
7569,4856151602486894,test_charge,Probing charge 2 of 2
7570,4856151602486894,test_charge,Main hit after probing IDs: [7568, 7569]
7602,4063326524211549,test_charge,Probing charge 1 of 1
7603,4063326524211549,test_charge,Main hit after probing IDs: [7602]
7613,4096124219335733,repeat_tx,Duplicate amount 61.59 (Repeat 1)
7614,4096124219335733,repeat_tx,Duplicate amount 61.59 (Repeat 2)
7615,4096124219335733,repeat_tx,Duplicate amount 61.59 (Repeat 3)
7646,4135887287668272,repeat_tx,Duplicate amount 94.3 (Repeat 1)
7647,4135887287668272,repeat_tx,Duplicate amount 94.3 (Repeat 2)
7673,4840208425141383,test_charge,Probing charge 1 of 3
7674,4840208425141383,test_charge,Probing charge 2 of 3
7675,4840208425141383,test_charge,Probing charge 3 of 3
7676,4840208425141383,test_charge,Main hit after probing IDs: [7673, 7674, 7675]
7715,4902368245987619,repeat_tx,Duplicate amount 97.65 (Repeat 1)
7716,4902368245987619,repeat_tx,Duplicate amount 97.65 (Repeat 2)
7742,4156173801921802,over_limit,Charge 1398.08 significantly exceeds clothing limit
7756,4666737102389098,test_charge,Probing charge 1 of 1
7757,4666737102389098,test_charge,Main hit after probing IDs: [7756]
7782,4991634746462805,drainer,Burst charge 1 of 6 (Velocity)
7783,4991634746462805,drainer,Burst charge 2 of 6 (Velocity)
7784,4991634746462805,drainer,Burst charge 3 of 6 (Velocity)
7785,4991634746462805,drainer,Burst charge 4 of 6 (Velocity)
7786,4991634746462805,drainer,Burst charge 5 of 6 (Velocity)
7787,4991634746462805,drainer,Burst charge 6 of 6 (Velocity)
7859,4161354247552386,test_charge,Probing charge 1 of 3
7860,4161354247552386,test_charge,Probing charge 2 of 3
7861,4161354247552386,test_charge,Probing charge 3 of 3
7862,4161354247552386,test_charge,Main hit after probing IDs: [7859, 7860, 7861]
7881,4599607402148231,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
7893,4770322779169274,over_limit,Charge 3489.78 significantly exceeds electronics limit
7903,4656050548549875,drainer,Burst charge 1 of 3 (Velocity)
7904,4656050548549875,drainer,Burst charge 2 of 3 (Velocity)
7905,4656050548549875,drainer,Burst charge 3 of 3 (Velocity)
7935,4273807853803515,test_charge,Probing charge 1 of 2
7936,4273807853803515,test_charge,Probing charge 2 of 2
7937,4273807853803515,test_charge,Main hit after probing IDs: [7935, 7936]
7973,4521817355109230,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
7974,4521817355109230,midnight_surge,Anomalous night activity at 3 AM (Tx 2)
7994,4962413648795800,repeat_tx,Duplicate amount 95.45 (Repeat 1)
7995,4962413648795800,repeat_tx,Duplicate amount 95.45 (Repeat 2)
8019,4715534569445235,over_limit,Charge 514.48 significantly exceeds pharmacy limit
8044,4015010668005156,test_charge,Probing charge 1 of 2
8045,4015010668005156,test_charge,Probing charge 2 of 2
8046,4015010668005156,test_charge,Main hit after probing IDs: [8044, 8045]
8072,4179163141123986,location_jump,Jump to TN shortly after ID:8071
8076,4305019083173246,over_limit,Charge 149.64 significantly exceeds subscription limit
8080,4253775785290559,repeat_tx,Duplicate amount 31.97 (Repeat 1)
8081,4253775785290559,repeat_tx,Duplicate amount 31.97 (Repeat 2)
8118,4183352205270890,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
8119,4183352205270890,midnight_surge,Anomalous night activity at 3 AM (Tx 2)
8130,4326731676459188,location_jump,Jump to OH shortly after ID:8129
8140,4417045902254506,repeat_tx,Duplicate amount 91.81 (Repeat 1)
8141,4417045902254506,repeat_tx,Duplicate amount 91.81 (Repeat 2)
8142,4417045902254506,repeat_tx,Duplicate amount 91.81 (Repeat 3)
8177,4562529802457366,location_jump,Jump to CT shortly after ID:8176
8196,4316918085467052,drainer,Burst charge 1 of 3 (Velocity)
8197,4316918085467052,drainer,Burst charge 2 of 3 (Velocity)
8198,4316918085467052,drainer,Burst charge 3 of 3 (Velocity)
8213,4592012153607508,drainer,Burst charge 1 of 6 (Velocity)
8214,4592012153607508,drainer,Burst charge 2 of 6 (Velocity)
8215,4592012153607508,drainer,Burst charge 3 of 6 (Velocity)
8216,4592012153607508,drainer,Burst charge 4 of 6 (Velocity)
8217,4592012153607508,drainer,Burst charge 5 of 6 (Velocity)
8218,4592012153607508,drainer,Burst charge 6 of 6 (Velocity)
8293,4500984958049443,location_jump,Jump to ME shortly after ID:8292
8300,4012730215246970,repeat_tx,Duplicate amount 60.78 (Repeat 1)
8301,4012730215246970,repeat_tx,Duplicate amount 60.78 (Repeat 2)
8302,4012730215246970,repeat_tx,Duplicate amount 60.78 (Repeat 3)
8303,4012730215246970,repeat_tx,Duplicate amount 60.78 (Repeat 4)
8343,4941556128201228,over_limit,Charge 454.39 significantly exceeds grocery limit
8352,4651569720209731,test_charge,Probing charge 1 of 3
8353,4651569720209731,test_charge,Probing charge 2 of 3
8354,4651569720209731,test_charge,Probing charge 3 of 3
8355,4651569720209731,test_charge,Main hit after probing IDs: [8352, 8353, 8354]
8397,4713708933634790,over_limit,Charge 356.09 significantly exceeds pharmacy limit
8404,4945407456501130,over_limit,Charge 1450.54 significantly exceeds retail limit
8422,4381984512886610,drainer,Burst charge 1 of 4 (Velocity)
8423,4381984512886610,drainer,Burst charge 2 of 4 (Velocity)
8424,4381984512886610,drainer,Burst charge 3 of 4 (Velocity)
8425,4381984512886610,drainer,Burst charge 4 of 4 (Velocity)
8484,4974461017571137,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
8485,4040237274285298,midnight_surge,Anomalous night activity at 1 AM (Tx 1)
8486,4040237274285298,midnight_surge,Anomalous night activity at 1 AM (Tx 2)
8490,4797103476496633,over_limit,Charge 1715.78 significantly exceeds clothing limit
8566,4613908957969779,drainer,Burst charge 1 of 6 (Velocity)
8567,4613908957969779,drainer,Burst charge 2 of 6 (Velocity)
8568,4613908957969779,drainer,Burst charge 3 of 6 (Velocity)
8569,4613908957969779,drainer,Burst charge 4 of 6 (Velocity)
8570,4613908957969779,drainer,Burst charge 5 of 6 (Velocity)
8571,4613908957969779,drainer,Burst charge 6 of 6 (Velocity)
8588,4653261930030791,drainer,Burst charge 1 of 3 (Velocity)
8589,4653261930030791,drainer,Burst charge 2 of 3 (Velocity)
8590,4653261930030791,drainer,Burst charge 3 of 3 (Velocity)
8621,4091444303002821,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
8622,4091444303002821,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
8627,4995203904824945,repeat_tx,Duplicate amount 44.97 (Repeat 1)
8628,4995203904824945,repeat_tx,Duplicate amount 44.97 (Repeat 2)
8663,4797764437804639,midnight_surge,Anomalous night activity at 2 AM (Tx 1)
8664,4797764437804639,midnight_surge,Anomalous night activity at 2 AM (Tx 2)
8665,4797764437804639,midnight_surge,Anomalous night activity at 2 AM (Tx 3)
8683,4054931947101454,repeat_tx,Duplicate amount 42.67 (Repeat 1)
8684,4054931947101454,repeat_tx,Duplicate amount 42.67 (Repeat 2)
8685,4054931947101454,repeat_tx,Duplicate amount 42.67 (Repeat 3)
8721,4567171653351960,over_limit,Charge 148.28 significantly exceeds subscription limit
8727,4258984537557629,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
8728,4258984537557629,midnight_surge,Anomalous night activity at 3 AM (Tx 2)
8747,4855778857375074,repeat_tx,Duplicate amount 37.65 (Repeat 1)
8748,4855778857375074,repeat_tx,Duplicate amount 37.65 (Repeat 2)
8749,4855778857375074,repeat_tx,Duplicate amount 37.65 (Repeat 3)
8784,4680158983935946,midnight_surge,Anomalous night activity at 3 AM (Tx 1)
8794,4799846968978387,drainer,Burst charge 1 of 8 (Velocity)
8795,4799846968978387,drainer,Burst charge 2 of 8 (Velocity)
8796,4799846968978387,drainer,Burst charge 3 of 8 (Velocity)
8797,4799846968978387,drainer,Burst charge 4 of 8 (Velocity)
8798,4799846968978387,drainer,Burst charge 5 of 8 (Velocity)
8799,4799846968978387,drainer,Burst charge 6 of 8 (Velocity)
8800,4799846968978387,drainer,Burst charge 7 of 8 (Velocity)
8801,4799846968978387,drainer,Burst charge 8 of 8 (Velocity)
8884,4713708933634790,repeat_tx,Duplicate amount 85.8 (Repeat 1)
8885,4713708933634790,repeat_tx,Duplicate amount 85.8 (Repeat 2)
8886,4713708933634790,repeat_tx,Duplicate amount 85.8 (Repeat 3)
8887,4713708933634790,repeat_tx,Duplicate amount 85.8 (Repeat 4)
8925,4171453916620900,drainer,Burst charge 1 of 7 (Velocity)
8926,4171453916620900,drainer,Burst charge 2 of 7 (Velocity)
8927,4171453916620900,drainer,Burst charge 3 of 7 (Velocity)
8928,4171453916620900,drainer,Burst charge 4 of 7 (Velocity)
8929,4171453916620900,drainer,Burst charge 5 of 7 (Velocity)
8930,4171453916620900,drainer,Burst charge 6 of 7 (Velocity)
8931,4171453916620900,drainer,Burst charge 7 of 7 (Velocity)
9008,4305144256789891,over_limit,Charge 1198.65 significantly exceeds retail limit
9014,4243930803889394,over_limit,Charge 430.61 significantly exceeds food limit
9025,4084161768996389,location_jump,Jump to CA shortly after ID:9024
9040,4091444303002821,drainer,Burst charge 1 of 8 (Velocity)
9041,4091444303002821,drainer,Burst charge 2 of 8 (Velocity)
9042,4091444303002821,drainer,Burst charge 3 of 8 (Velocity)
9043,4091444303002821,drainer,Burst charge 4 of 8 (Velocity)
9044,4091444303002821,drainer,Burst charge 5 of 8 (Velocity)
9045,4091444303002821,drainer,Burst charge 6 of 8 (Velocity)
9046,4091444303002821,drainer,Burst charge 7 of 8 (Velocity)
9047,4091444303002821,drainer,Burst charge 8 of 8 (Velocity)
9125,4336316665440870,location_jump,Jump to SD shortly after ID:9124
